33.33889167,35.17139444
33.36449167,35.16414444
33.6367,34.92515278
33.0304111,34.7000194
33.49758889,34.86656111
33.07144444,34.68958889
33.01135833,34.67180556
33.13445556,35.13688611
32.90260278,34.992275
33.33485,35.1687722
33.35244167,35.17385833
33.35420833,35.16929444
33.37126389,35.17178056
33.3737,35.17571944
32.89800278,34.99814167
33.023749,34.6664797
33.0546139,34.6814222
33.03869444,34.686825
32.42676944,35.03589444
33.96103056,35.06801389
32.97184167,34.6818
33.630475,34.9037972
33.6291778,34.958925
33.5804737,34.9775883
33.178983333333,35.025994444444
32.424055555556,34.777875
33.102844444444,35.134827777778
33.011711111111,34.674994444444
33.368536111111,35.059125
33.3332417,35.1183
33.034527777778,34.697669444444
32.913061111111,34.861330555556
