Long-Lat
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3388,35.1713
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
33.3644,35.1641
